Chromosome,ChromStart,ChromEnd,Band,Stain
chr9,72407913,72407913,p36.33,acen
chr9,72407913,72408069,q11,gneg
chr9,72408069,72408069,p36.33,acen
chr9,72408069,72408223,q11,gneg
chr9,72408223,72408223,p36.33,acen
chr9,72408223,72408378,q11,gneg
chr9,72408378,72408378,p36.33,acen
chr9,72408378,72408533,q11,gneg
chr9,72408533,72408533,p36.33,acen
chr9,72408533,72408690,q11,gneg
chr9,72408690,72408690,p36.33,acen
chr9,72408690,72408845,q11,gneg
chr9,72408845,72408845,p36.33,acen
chr9,72408845,72409000,q11,gneg
chr9,72409000,72409000,p36.33,acen
chr9,72409000,72409154,q11,gneg
chr9,72409154,72409154,p36.33,acen
chr9,72409154,72409310,q11,gneg
chr9,72409310,72409310,p36.33,acen
chr9,72409310,72409466,q11,gneg
chr9,72409466,72409466,p36.33,acen
chr9,72409466,72409622,q11,gneg
chr9,72409622,72409622,p36.33,acen
chr9,72409622,72409777,q11,gneg
chr9,72409777,72409777,p36.33,acen
chr9,72409777,72409934,q11,gneg
chr9,72409934,72409934,p36.33,acen
chr9,72409934,72410089,q11,gneg
chr9,72410089,72410089,p36.33,acen
chr9,72410089,72410244,q11,gneg
chr9,72410244,72410244,p36.33,acen
chr9,72410244,72410398,q11,gneg
chr9,72410398,72410398,p36.33,acen
chr9,72410398,72410554,q11,gneg
chr9,72410554,72410554,p36.33,acen
chr9,72410554,72410710,q11,gneg
chr9,72410710,72410710,p36.33,acen
chr9,72410710,72410866,q11,gneg
chr9,72410866,72410866,p36.33,acen
chr9,72410866,72411026,q11,gneg
chr9,72411026,72411026,p36.33,acen
chr9,72411026,72411189,q11,gneg
chr9,72411189,72411189,p36.33,acen
chr9,72411189,72411333,q11,gneg
chr9,72411333,72411333,p36.33,acen
chr9,72411333,72411483,q11,gneg
chr9,72411483,72411483,p36.33,acen
chr9,72411483,72411638,q11,gneg
chr9,72411638,72411638,p36.33,acen
chr9,72411638,72411793,q11,gneg
chr9,72411793,72411793,p36.33,acen
chr9,72411793,72411949,q11,gneg
chr9,72411949,72411949,p36.33,acen
chr9,72411949,72412105,q11,gneg
chr9,72412105,72412105,p36.33,acen
chr9,72412105,72412261,q11,gneg
chr9,72412261,72412261,p36.33,acen
chr9,72412261,72412417,q11,gneg
chr9,72412417,72412417,p36.33,acen
chr9,72412417,72412572,q11,gneg
chr9,72412572,72412572,p36.33,acen
chr9,72412572,72412726,q11,gneg
chr9,72412726,72412726,p36.33,acen
chr9,72412726,72412887,q11,gneg
chr9,72412887,72412887,p36.33,acen
chr9,72412887,72413038,q11,gneg
chr9,72413038,72413038,p36.33,acen
chr9,72413038,72413194,q11,gneg
chr9,72413194,72413194,p36.33,acen
chr9,72413194,72413350,q11,gneg
chr9,72413350,72413350,p36.33,acen
chr9,72413350,72413505,q11,gneg
chr9,72413505,72413505,p36.33,acen
chr9,72413505,72413661,q11,gneg
chr9,72413661,72413661,p36.33,acen
chr9,72413661,72413817,q11,gneg
chr9,72413817,72413817,p36.33,acen
chr9,72413817,72413973,q11,gneg
chr9,72413973,72413973,p36.33,acen
chr9,72413973,72414129,q11,gneg
chr9,72414129,72414129,p36.33,acen
chr9,72414129,72414283,q11,gneg
chr9,72414283,72414283,p36.33,acen
chr9,72414283,72414439,q11,gneg
chr9,72414439,72414439,p36.33,acen
chr9,72414439,72414596,q11,gneg
chr9,72414596,72414596,p36.33,acen
chr9,72414596,72414752,q11,gneg
chr9,72414752,72414752,p36.33,acen
chr9,72414752,72414907,q11,gneg
chr9,72414907,72414907,p36.33,acen
chr9,72414907,72415639,q11,gneg
chr9,72415639,72415639,p36.33,acen
chr9,72415639,72415793,q11,gneg
chr9,72415793,72415793,p36.33,acen
chr9,72415793,72415949,q11,gneg
chr9,72415949,72415949,p36.33,acen
chr9,72415949,72416104,q11,gneg
chr9,72416104,72416104,p36.33,acen
chr9,72416104,72416267,q11,gneg
chr9,72416267,72416267,p36.33,acen
chr9,72416267,72416419,q11,gneg
chr9,72416419,72416419,p36.33,acen
chr9,72416419,72416574,q11,gneg
chr9,72416574,72416574,p36.33,acen
chr9,72416574,72416729,q11,gneg
chr9,72416729,72416729,p36.33,acen
chr9,72416729,72416884,q11,gneg
chr9,72416884,72416884,p36.33,acen
chr9,72416884,72417040,q11,gneg
chr9,72417040,72417040,p36.33,acen
chr9,72417040,72417196,q11,gneg
chr9,72417196,72417196,p36.33,acen
chr9,72417196,72417353,q11,gneg
chr9,72417353,72417353,p36.33,acen
chr9,72417353,72417507,q11,gneg
chr9,72417507,72417507,p36.33,acen
chr9,72417507,72417662,q11,gneg
chr9,72417662,72417662,p36.33,acen
chr9,72417662,72417817,q11,gneg
chr9,72417817,72417817,p36.33,acen
chr9,72417817,72417969,q11,gneg
chr9,72417969,72417969,p36.33,acen
chr9,72417969,72418125,q11,gneg
chr9,72418125,72418125,p36.33,acen
chr9,72418125,72418281,q11,gneg
chr9,72418281,72418281,p36.33,acen
chr9,72418281,72418437,q11,gneg
chr9,72418437,72418437,p36.33,acen
chr9,72418437,72418593,q11,gneg
chr9,72418593,72418593,p36.33,acen
chr9,72418593,72419122,q11,gneg
chr9,72419122,72419122,p36.33,acen
chr9,72419122,72419274,q11,gneg
chr9,72419274,72419274,p36.33,acen
chr9,72419274,72419430,q11,gneg
chr9,72419430,72419430,p36.33,acen
chr9,72419430,72419586,q11,gneg
chr9,72419586,72419586,p36.33,acen
chr9,72419586,72419742,q11,gneg
chr9,72419742,72419742,p36.33,acen
chr9,72419742,72419897,q11,gneg
chr9,72419897,72419897,p36.33,acen
chr9,72419897,72420053,q11,gneg
chr9,72420053,72420053,p36.33,acen
chr9,72420053,72420208,q11,gneg
chr9,72420208,72420208,p36.33,acen
chr9,72420208,72420363,q11,gneg
chr9,72420363,72420363,p36.33,acen
chr9,72420363,72420519,q11,gneg
chr9,72420519,72420519,p36.33,acen
chr9,72420519,72420673,q11,gneg
chr9,72420673,72420673,p36.33,acen
chr9,72420673,72420829,q11,gneg
chr9,72420829,72420829,p36.33,acen
chr9,72420829,72420984,q11,gneg
chr9,72420984,72420984,p36.33,acen
chr9,72420984,72421140,q11,gneg
chr9,72421140,72421140,p36.33,acen
chr9,72421140,72421310,q11,gneg
chr9,72421310,72421310,p36.33,acen
chr9,72421310,72421449,q11,gneg
chr9,72421449,72421449,p36.33,acen
chr9,72421449,72421602,q11,gneg
chr9,72421602,72421602,p36.33,acen
chr9,72421602,72421757,q11,gneg
chr9,72421757,72421757,p36.33,acen
chr9,72421757,72421914,q11,gneg
chr9,72421914,72421914,p36.33,acen
chr9,72421914,72422070,q11,gneg
chr9,72422070,72422070,p36.33,acen
chr9,72422070,72428683,q11,gneg
chr9,72428683,72428683,p36.33,acen
chr9,72428683,72428824,q11,gneg
chr9,72428824,72428824,p36.33,acen
chr9,72428824,72428980,q11,gneg
chr9,72428980,72428980,p36.33,acen
chr9,72428980,72429135,q11,gneg
chr9,72429135,72429135,p36.33,acen
chr9,72429135,72429291,q11,gneg
chr9,72429291,72429291,p36.33,acen
chr9,72429291,72429446,q11,gneg
chr9,72429446,72429446,p36.33,acen
chr9,72429446,72430239,q11,gneg
chr9,72430239,72430239,p36.33,acen
chr9,72430239,72430394,q11,gneg
chr9,72430394,72430394,p36.33,acen
chr9,72430394,72430550,q11,gneg
chr9,72430550,72430550,p36.33,acen
chr9,72430550,72430704,q11,gneg
chr9,72430704,72430704,p36.33,acen
chr9,72430704,72430863,q11,gneg
chr9,72430863,72430863,p36.33,acen
chr9,72430863,72431018,q11,gneg
chr9,72431018,72431018,p36.33,acen
chr9,72431018,72431183,q11,gneg
chr9,72431183,72431183,p36.33,acen
chr9,72431183,72431338,q11,gneg
chr9,72431338,72431338,p36.33,acen
chr9,72431338,72431494,q11,gneg
chr9,72431494,72431494,p36.33,acen
chr9,72431494,72431650,q11,gneg
chr9,72431650,72431650,p36.33,acen
chr9,72431650,72431806,q11,gneg
chr9,72431806,72431806,p36.33,acen
chr9,72431806,72431961,q11,gneg
chr9,72431961,72431961,p36.33,acen
chr9,72431961,72432117,q11,gneg
chr9,72432117,72432117,p36.33,acen
chr9,72432117,72432271,q11,gneg
chr9,72432271,72432271,p36.33,acen
chr9,72432271,72432427,q11,gneg
chr9,72432427,72432427,p36.33,acen
chr9,72432427,72432583,q11,gneg
chr9,72432583,72432583,p36.33,acen
chr9,72432583,72432739,q11,gneg
chr9,72432739,72432739,p36.33,acen
chr9,72432739,72432895,q11,gneg
chr9,72432895,72432895,p36.33,acen
chr9,72432895,72433050,q11,gneg
chr9,72433050,72433050,p36.33,acen
chr9,72433050,72433204,q11,gneg
chr9,72433204,72433204,p36.33,acen
chr9,72433204,72433376,q11,gneg
chr9,72433376,72433376,p36.33,acen
chr9,72433376,72433520,q11,gneg
chr9,72433520,72433520,p36.33,acen
chr9,72433520,72433676,q11,gneg
chr9,72433676,72433676,p36.33,acen
chr9,72433676,72440812,q11,gneg
chr9,72440812,72440812,p36.33,acen
chr9,72440812,72440965,q11,gneg
chr9,72440965,72440965,p36.33,acen
chr9,72440965,72441120,q11,gneg
chr9,72441120,72441120,p36.33,acen
chr9,72441120,72441274,q11,gneg
chr9,72441274,72441274,p36.33,acen
chr9,72441274,72441431,q11,gneg
chr9,72441431,72441431,p36.33,acen
chr9,72441431,72441600,q11,gneg
chr9,72441600,72441600,p36.33,acen
chr9,72441600,72441745,q11,gneg
chr9,72441745,72441745,p36.33,acen
chr9,72441745,72441897,q11,gneg
chr9,72441897,72441897,p36.33,acen
chr9,72441897,72442055,q11,gneg
chr9,72442055,72442055,p36.33,acen
chr9,72442055,72442208,q11,gneg
chr9,72442208,72442208,p36.33,acen
chr9,72442208,72442365,q11,gneg
chr9,72442365,72442365,p36.33,acen
chr9,72442365,72442520,q11,gneg
chr9,72442520,72442520,p36.33,acen
chr9,72442520,72442678,q11,gneg
chr9,72442678,72442678,p36.33,acen
chr9,72442678,72442832,q11,gneg
chr9,72442832,72442832,p36.33,acen
chr9,72442832,72442986,q11,gneg
chr9,72442986,72442986,p36.33,acen
chr9,72442986,72443144,q11,gneg
chr9,72443144,72443144,p36.33,acen
chr9,72443144,72443303,q11,gneg
chr9,72443303,72443303,p36.33,acen
chr9,72443303,72443454,q11,gneg
chr9,72443454,72443454,p36.33,acen
chr9,72443454,72443612,q11,gneg
chr9,72443612,72443612,p36.33,acen
chr9,72443612,72443765,q11,gneg
chr9,72443765,72443765,p36.33,acen
chr9,72443765,72443923,q11,gneg
chr9,72443923,72443923,p36.33,acen
chr9,72443923,72444078,q11,gneg
chr9,72444078,72444078,p36.33,acen
chr9,72444078,72444229,q11,gneg
chr9,72444229,72444229,p36.33,acen
chr9,72444229,72444384,q11,gneg
chr9,72444384,72444384,p36.33,acen
chr9,72444384,72444539,q11,gneg
chr9,72444539,72444539,p36.33,acen
chr9,72444539,72444696,q11,gneg
chr9,72444696,72444696,p36.33,acen
chr9,72444696,72444851,q11,gneg
chr9,72444851,72444851,p36.33,acen
chr9,72444851,72445009,q11,gneg
chr9,72445009,72445009,p36.33,acen
chr9,72445009,72445161,q11,gneg
chr9,72445161,72445161,p36.33,acen
chr9,72445161,72445320,q11,gneg
chr9,72445320,72445320,p36.33,acen
chr9,72445320,72445480,q11,gneg
chr9,72445480,72445480,p36.33,acen
chr9,72445480,72445633,q11,gneg
chr9,72445633,72445633,p36.33,acen
chr9,72445633,72445795,q11,gneg
chr9,72445795,72445795,p36.33,acen
chr9,72445795,72445952,q11,gneg
chr9,72445952,72445952,p36.33,acen
chr9,72445952,72446108,q11,gneg
chr9,72446108,72446108,p36.33,acen
chr9,72446108,72446262,q11,gneg
chr9,72446262,72446262,p36.33,acen
chr9,72446262,72446419,q11,gneg
chr9,72446419,72446419,p36.33,acen
chr9,72446419,72446573,q11,gneg
chr9,72446573,72446573,p36.33,acen
chr9,72446573,72446730,q11,gneg
chr9,72446730,72446730,p36.33,acen
chr9,72446730,72446885,q11,gneg
chr9,72446885,72446885,p36.33,acen
chr9,72446885,72447041,q11,gneg
chr9,72447041,72447041,p36.33,acen
chr9,72447041,72447197,q11,gneg
chr9,72447197,72447197,p36.33,acen
chr9,72447197,72447355,q11,gneg
chr9,72447355,72447355,p36.33,acen
chr9,72447355,72447516,q11,gneg
chr9,72447516,72447516,p36.33,acen
chr9,72447516,72447667,q11,gneg
chr9,72447667,72447667,p36.33,acen
chr9,72447667,72447822,q11,gneg
chr9,72447822,72447822,p36.33,acen
chr9,72447822,72447983,q11,gneg
chr9,72447983,72447983,p36.33,acen
chr9,72447983,72448134,q11,gneg
chr9,72448134,72448134,p36.33,acen
chr9,72448134,72448291,q11,gneg
chr9,72448291,72448291,p36.33,acen
chr9,72448291,72448443,q11,gneg
chr9,72448443,72448443,p36.33,acen
chr9,72448443,72448601,q11,gneg
chr9,72448601,72448601,p36.33,acen
chr9,72448601,72448754,q11,gneg
chr9,72448754,72448754,p36.33,acen
chr9,72448754,72448911,q11,gneg
chr9,72448911,72448911,p36.33,acen
chr9,72448911,72449069,q11,gneg
chr9,72449069,72449069,p36.33,acen
chr9,72449069,72449226,q11,gneg
chr9,72449226,72449226,p36.33,acen
chr9,72449226,72449382,q11,gneg
chr9,72449382,72449382,p36.33,acen
chr9,72449382,72449536,q11,gneg
chr9,72449536,72449536,p36.33,acen
chr9,72449536,72449692,q11,gneg
chr9,72449692,72449692,p36.33,acen
chr9,72449692,72449847,q11,gneg
chr9,72449847,72449847,p36.33,acen
chr9,72449847,72450003,q11,gneg
chr9,72450003,72450003,p36.33,acen
chr9,72450003,72450161,q11,gneg
chr9,72450161,72450161,p36.33,acen
chr9,72450161,72450313,q11,gneg
chr9,72450313,72450313,p36.33,acen
chr9,72450313,72473400,q11,gneg
chr9,72473400,72473400,p36.33,acen
chr9,72473400,72473555,q11,gneg
chr9,72473555,72473555,p36.33,acen
chr9,72473555,72473715,q11,gneg
chr9,72473715,72473715,p36.33,acen
chr9,72473715,72473870,q11,gneg
chr9,72473870,72473870,p36.33,acen
chr9,72473870,72474025,q11,gneg
chr9,72474025,72474025,p36.33,acen
chr9,72474025,72474180,q11,gneg
chr9,72474180,72474180,p36.33,acen
chr9,72474180,72474341,q11,gneg
chr9,72474341,72474341,p36.33,acen
chr9,72474341,72474490,q11,gneg
chr9,72474490,72474490,p36.33,acen
chr9,72474490,72474648,q11,gneg
chr9,72474648,72474648,p36.33,acen
chr9,72474648,72474809,q11,gneg
chr9,72474809,72474809,p36.33,acen
chr9,72474809,72474958,q11,gneg
chr9,72474958,72474958,p36.33,acen
chr9,72474958,72475115,q11,gneg
chr9,72475115,72475115,p36.33,acen
chr9,72475115,72475274,q11,gneg
chr9,72475274,72475274,p36.33,acen
chr9,72475274,72475425,q11,gneg
chr9,72475425,72475425,p36.33,acen
chr9,72475425,72475825,q11,gneg
chr9,72475825,72475825,p36.33,acen
chr9,72475825,72475978,q11,gneg
chr9,72475978,72475978,p36.33,acen
chr9,72475978,72476135,q11,gneg
chr9,72476135,72476135,p36.33,acen
chr9,72476135,72476287,q11,gneg
chr9,72476287,72476287,p36.33,acen
chr9,72476287,72476444,q11,gneg
chr9,72476444,72476444,p36.33,acen
chr9,72476444,72476600,q11,gneg
chr9,72476600,72476600,p36.33,acen
chr9,72476600,72476756,q11,gneg
chr9,72476756,72476756,p36.33,acen
chr9,72476756,72476910,q11,gneg
chr9,72476910,72476910,p36.33,acen
chr9,72476910,72477067,q11,gneg
chr9,72477067,72477067,p36.33,acen
chr9,72477067,72477219,q11,gneg
chr9,72477219,72477219,p36.33,acen
chr9,72477219,72477376,q11,gneg
chr9,72477376,72477376,p36.33,acen
chr9,72477376,72477532,q11,gneg
chr9,72477532,72477532,p36.33,acen
chr9,72477532,72477691,q11,gneg
chr9,72477691,72477691,p36.33,acen
chr9,72477691,72477840,q11,gneg
chr9,72477840,72477840,p36.33,acen
chr9,72477840,72477995,q11,gneg
chr9,72477995,72477995,p36.33,acen
chr9,72477995,72478150,q11,gneg
chr9,72478150,72478150,p36.33,acen
chr9,72478150,72478306,q11,gneg
chr9,72478306,72478306,p36.33,acen
chr9,72478306,72478458,q11,gneg
chr9,72478458,72478458,p36.33,acen
chr9,72478458,72478615,q11,gneg
chr9,72478615,72478615,p36.33,acen
chr9,72478615,72478770,q11,gneg
chr9,72478770,72478770,p36.33,acen
chr9,72478770,72478925,q11,gneg
chr9,72478925,72478925,p36.33,acen
chr9,72478925,72479079,q11,gneg
chr9,72479079,72479079,p36.33,acen
chr9,72479079,72479236,q11,gneg
chr9,72479236,72479236,p36.33,acen
chr9,72479236,72479390,q11,gneg
chr9,72479390,72479390,p36.33,acen
chr9,72479390,72479547,q11,gneg
chr9,72479547,72479547,p36.33,acen
chr9,72479547,72479702,q11,gneg
chr9,72479702,72479702,p36.33,acen
chr9,72479702,72479858,q11,gneg
chr9,72479858,72479858,p36.33,acen
chr9,72479858,72480229,q11,gneg
chr9,72480229,72480229,p36.33,acen
chr9,72480229,72480381,q11,gneg
chr9,72480381,72480381,p36.33,acen
chr9,72480381,72480537,q11,gneg
chr9,72480537,72480537,p36.33,acen
chr9,72480537,72480693,q11,gneg
chr9,72480693,72480693,p36.33,acen
chr9,72480693,72480844,q11,gneg
chr9,72480844,72480844,p36.33,acen
chr9,72480844,72481003,q11,gneg
chr9,72481003,72481003,p36.33,acen
chr9,72481003,72481152,q11,gneg
chr9,72481152,72481152,p36.33,acen
chr9,72481152,72481310,q11,gneg
chr9,72481310,72481310,p36.33,acen
chr9,72481310,72481464,q11,gneg
chr9,72481464,72481464,p36.33,acen
chr9,72481464,72481620,q11,gneg
chr9,72481620,72481620,p36.33,acen
chr9,72481620,72481776,q11,gneg
chr9,72481776,72481776,p36.33,acen
chr9,72481776,72481931,q11,gneg
chr9,72481931,72481931,p36.33,acen
chr9,72481931,72482086,q11,gneg
chr9,72482086,72482086,p36.33,acen
chr9,72482086,72482247,q11,gneg
chr9,72482247,72482247,p36.33,acen
chr9,72482247,72482396,q11,gneg
chr9,72482396,72482396,p36.33,acen
chr9,72482396,72482552,q11,gneg
chr9,72482552,72482552,p36.33,acen
chr9,72482552,72482707,q11,gneg
chr9,72482707,72482707,p36.33,acen
chr9,72482707,72482862,q11,gneg
chr9,72482862,72482862,p36.33,acen
chr9,72482862,72483018,q11,gneg
chr9,72483018,72483018,p36.33,acen
chr9,72483018,72483173,q11,gneg
chr9,72483173,72483173,p36.33,acen
chr9,72483173,72483335,q11,gneg
chr9,72483335,72483335,p36.33,acen
chr9,72483335,72483490,q11,gneg
chr9,72483490,72483490,p36.33,acen
chr9,72483490,72483639,q11,gneg
chr9,72483639,72483639,p36.33,acen
chr9,72483639,72483795,q11,gneg
chr9,72483795,72483795,p36.33,acen
chr9,72483795,72483950,q11,gneg
chr9,72483950,72483950,p36.33,acen
chr9,72483950,72484105,q11,gneg
chr9,72484105,72484105,p36.33,acen
chr9,72484105,72484261,q11,gneg
chr9,72484261,72484261,p36.33,acen
chr9,72484261,72484424,q11,gneg
chr9,72484424,72484424,p36.33,acen
chr9,72484424,72484579,q11,gneg
chr9,72484579,72484579,p36.33,acen
chr9,72484579,72511203,q11,gneg
chr9,72511203,72511203,p36.33,acen
chr9,72511203,72511357,q11,gneg
chr9,72511357,72511357,p36.33,acen
chr9,72511357,72511513,q11,gneg
chr9,72511513,72511513,p36.33,acen
chr9,72511513,72511668,q11,gneg
chr9,72511668,72511668,p36.33,acen
chr9,72511668,72511836,q11,gneg
chr9,72511836,72511836,p36.33,acen
chr9,72511836,72511979,q11,gneg
chr9,72511979,72511979,p36.33,acen
chr9,72511979,72512130,q11,gneg
chr9,72512130,72512130,p36.33,acen
chr9,72512130,72514843,q11,gneg
chr9,72514843,72514843,p36.33,acen
chr9,72514843,72514998,q11,gneg
chr9,72514998,72514998,p36.33,acen
chr9,72514998,72515156,q11,gneg
chr9,72515156,72515156,p36.33,acen
chr9,72515156,72515311,q11,gneg
chr9,72515311,72515311,p36.33,acen
chr9,72515311,72515471,q11,gneg
chr9,72515471,72515471,p36.33,acen
chr9,72515471,72515624,q11,gneg
chr9,72515624,72515624,p36.33,acen
chr9,72515624,72515778,q11,gneg
chr9,72515778,72515778,p36.33,acen
chr9,72515778,72515935,q11,gneg
chr9,72515935,72515935,p36.33,acen
chr9,72515935,72516089,q11,gneg
chr9,72516089,72516089,p36.33,acen
chr9,72516089,72516246,q11,gneg
chr9,72516246,72516246,p36.33,acen
chr9,72516246,72516401,q11,gneg
chr9,72516401,72516401,p36.33,acen
chr9,72516401,72516556,q11,gneg
chr9,72516556,72516556,p36.33,acen
chr9,72516556,72516713,q11,gneg
chr9,72516713,72516713,p36.33,acen
chr9,72516713,72516867,q11,gneg
chr9,72516867,72516867,p36.33,acen
chr9,72516867,72517028,q11,gneg
chr9,72517028,72517028,p36.33,acen
chr9,72517028,72517177,q11,gneg
chr9,72517177,72517177,p36.33,acen
chr9,72517177,72517334,q11,gneg
chr9,72517334,72517334,p36.33,acen
chr9,72517334,72517490,q11,gneg
chr9,72517490,72517490,p36.33,acen
chr9,72517490,72517645,q11,gneg
chr9,72517645,72517645,p36.33,acen
chr9,72517645,72517803,q11,gneg
chr9,72517803,72517803,p36.33,acen
chr9,72517803,72517961,q11,gneg
chr9,72517961,72517961,p36.33,acen
chr9,72517961,72518112,q11,gneg
chr9,72518112,72518112,p36.33,acen
chr9,72518112,72518265,q11,gneg
chr9,72518265,72518265,p36.33,acen
chr9,72518265,72518422,q11,gneg
chr9,72518422,72518422,p36.33,acen
chr9,72518422,72518577,q11,gneg
chr9,72518577,72518577,p36.33,acen
chr9,72518577,72518735,q11,gneg
chr9,72518735,72518735,p36.33,acen
chr9,72518735,72518890,q11,gneg
chr9,72518890,72518890,p36.33,acen
chr9,72518890,72519044,q11,gneg
chr9,72519044,72519044,p36.33,acen
chr9,72519044,72519195,q11,gneg
chr9,72519195,72519195,p36.33,acen
chr9,72519195,72519352,q11,gneg
chr9,72519352,72519352,p36.33,acen
chr9,72519352,72519507,q11,gneg
chr9,72519507,72519507,p36.33,acen
chr9,72519507,72519665,q11,gneg
chr9,72519665,72519665,p36.33,acen
chr9,72519665,72519820,q11,gneg
chr9,72519820,72519820,p36.33,acen
chr9,72519820,72522537,q11,gneg
chr9,72522537,72522537,p36.33,acen
chr9,72522537,72522691,q11,gneg
chr9,72522691,72522691,p36.33,acen
chr9,72522691,72522847,q11,gneg
chr9,72522847,72522847,p36.33,acen
chr9,72522847,72523006,q11,gneg
chr9,72523006,72523006,p36.33,acen
chr9,72523006,72524603,q11,gneg
chr9,72524603,72524603,p36.33,acen
chr9,72524603,72524758,q11,gneg
chr9,72524758,72524758,p36.33,acen
chr9,72524758,72524913,q11,gneg
chr9,72524913,72524913,p36.33,acen
chr9,72524913,72525069,q11,gneg
chr9,72525069,72525069,p36.33,acen
chr9,72525069,72525224,q11,gneg
chr9,72525224,72525224,p36.33,acen
chr9,72525224,72525385,q11,gneg
chr9,72525385,72525385,p36.33,acen
chr9,72525385,72525536,q11,gneg
chr9,72525536,72525536,p36.33,acen
chr9,72525536,72525699,q11,gneg
chr9,72525699,72525699,p36.33,acen
chr9,72525699,72525848,q11,gneg
chr9,72525848,72525848,p36.33,acen
chr9,72525848,72526004,q11,gneg
chr9,72526004,72526004,p36.33,acen
chr9,72526004,72526159,q11,gneg
chr9,72526159,72526159,p36.33,acen
chr9,72526159,72526321,q11,gneg
chr9,72526321,72526321,p36.33,acen
chr9,72526321,72526476,q11,gneg
chr9,72526476,72526476,p36.33,acen
chr9,72526476,72526630,q11,gneg
chr9,72526630,72526630,p36.33,acen
chr9,72526630,72526788,q11,gneg
chr9,72526788,72526788,p36.33,acen
chr9,72526788,72526944,q11,gneg
chr9,72526944,72526944,p36.33,acen
chr9,72526944,72527100,q11,gneg
chr9,72527100,72527100,p36.33,acen
chr9,72527100,72527255,q11,gneg
chr9,72527255,72527255,p36.33,acen
chr9,72527255,72527409,q11,gneg
chr9,72527409,72527409,p36.33,acen
chr9,72527409,72527568,q11,gneg
chr9,72527568,72527568,p36.33,acen
chr9,72527568,72527724,q11,gneg
chr9,72527724,72527724,p36.33,acen
chr9,72527724,72527883,q11,gneg
chr9,72527883,72527883,p36.33,acen
chr9,72527883,72528038,q11,gneg
chr9,72528038,72528038,p36.33,acen
chr9,72528038,72528194,q11,gneg
